date,distance,year,month,day,rank,period
1960-03-10,74321.74036903556,1960,3,10,1,past
1979-03-22,115771.39260886319,1979,3,22,2,past
1967-01-17,141461.3672544324,1967,1,17,3,past
1984-12-25,145752.6751484639,1984,12,25,4,past
1977-01-28,167533.7386849156,1977,1,28,5,past
1967-03-14,175582.59068984565,1967,3,14,6,past
1956-01-05,210744.34573769048,1956,1,5,7,past
1971-01-08,217478.92062913085,1971,1,8,8,past
1970-03-15,223165.37566630438,1970,3,15,9,past
1980-03-12,233454.2273846018,1980,3,12,10,past
1984-01-31,240718.74225559985,1984,1,31,11,past
1978-03-04,254734.91061161447,1978,3,4,12,past
1956-01-12,255294.06621131062,1956,1,12,13,past
1985-03-23,261894.8890660026,1985,3,23,14,past
1961-03-04,271378.8789968106,1961,3,4,15,past
1970-01-24,273665.17881022627,1970,1,24,16,past
1957-01-12,286844.08722408424,1957,1,12,17,past
1986-02-28,287160.4801123066,1986,2,28,18,past
1966-02-11,287867.8533759806,1966,2,11,19,past
1982-01-25,294638.73154551093,1982,1,25,20,past
1959-12-29,308862.4910841074,1959,12,29,21,past
1949-12-26,314655.44637969654,1949,12,26,22,past
1965-01-13,326476.2849167957,1965,1,13,23,past
1972-01-02,328032.3853680908,1972,1,2,24,past
1955-01-20,354440.18716742535,1955,1,20,25,past
1958-02-01,359307.97959574626,1958,2,1,26,past
1964-02-15,377846.2317619039,1964,2,15,27,past
1958-02-23,385244.35985701816,1958,2,23,28,past
1978-02-02,388536.66319680883,1978,2,2,29,past
1964-03-05,409796.2649436631,1964,3,5,30,past
1993-02-25,81544.68641160721,1993,2,25,1,present
2006-02-23,110759.98916928598,2006,2,23,2,present
2004-02-25,112401.60791620695,2004,2,25,3,present
2012-03-13,117828.11090861588,2012,3,13,4,present
2013-02-24,141546.51462608055,2013,2,24,5,present
2013-03-13,148042.82808879053,2013,3,13,6,present
2020-03-10,156795.90528659525,2020,3,10,7,present
2017-03-07,168876.69271057486,2017,3,7,8,present
2015-01-01,185727.37540327018,2015,1,1,9,present
2004-02-12,189418.28685297142,2004,2,12,10,present
1988-01-29,210630.59567498244,1988,1,29,11,present
2024-03-03,217453.98228158982,2024,3,3,12,present
1994-03-18,224266.918607047,1994,3,18,13,present
2010-02-15,234064.6200218068,2010,2,15,14,present
2019-03-01,238031.6000940474,2019,3,1,15,present
1989-02-07,238969.53801055092,1989,2,7,16,present
1996-02-01,248469.825304215,1996,2,1,17,present
2002-03-19,251382.63479059932,2002,3,19,18,present
2023-02-16,257272.66023821698,2023,2,16,19,present
1997-03-15,269712.58631586947,1997,3,15,20,present
2017-02-06,275313.4081159679,2017,2,6,21,present
1994-03-02,288646.69695241156,1994,3,2,22,present
2000-02-25,299890.60088316124,2000,2,25,23,present
2012-12-26,300338.24206384324,2012,12,26,24,present
1993-01-09,325034.0414158052,1993,1,9,25,present
2007-01-22,330567.6957797812,2007,1,22,26,present
1995-02-17,333367.6350716078,1995,2,17,27,present
2001-03-21,335222.0630662797,2001,3,21,28,present
2011-02-22,357190.8631821335,2011,2,22,29,present
1996-02-06,361548.43293576647,1996,2,6,30,present
